ITEMID;CATEGORY1;CATEGORY1_ID;CATEGORY2;CATEGORY2_ID;CATEGORY3;CATEGORY3_ID;CATEGORY4;CATEGORY4_ID;BRAND;ITEMCODE;ITEMNAME
12458;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21726;UTILITY KNIFE SX58
12459;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21727;ELEGANCE PASTEL 12 PIECES
12460;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;GOLF;21728;GOLF WOOPIE SANDWICH WITH COCOA 140 ML *24*
12461;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;GOLF;21729;GOLF HOBBY 30 ML CONE SLIDER *35*
12462;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;GOLF;21730;GOLF HOBBY SIDE. KAKAO-VAN.60 ML*35*
12463;Baby;262614;Underwear;12-293816670;Socks;25-318211;Children’s Socks;38-38386038;PAKTAS;21732;PAKTAS COTTON KIDS KLT PLAIN 9-10 YEARS
12464;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Storage Container;73-101231664;TITIZ;21734;PRT. TITIZ WINS FOOD CONTAINER 1200 ML
12465;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Storage Container;73-101231664;TITIZ;21735;TITIZ ARONI AP-9091 PAPATYA ERZ. KB. 1.7 LT
12466;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21738;TOY BCR JEEP
12467;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21741;TOY DELUXE TEA SET
12468;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Kitchenware;73-43382329;PASA BAHCE;21742;P.BA. ROSS GLASS CAKE PLATE
12469;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21745;KIRTA. MARLA MARKER BLUE
12470;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21746;MOR.AJ.GS VERSATILE PEN
12471;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21749;TOY 4 PCS CLASSIC METAL C.B. CARS
12472;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21752;BOXED MINI FRICTION FIRE ENGINE JEEP
12473;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21754;THE BOOK IS THE PERFECT INSTINCT
12474;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21755;DO NOT SEE OTHERS AS YOUR G.DUSK. IKN. Let me.
12475;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21756;HAVE YOU EVER WONDERED-5
12476;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21757;ADOLESCENCE STATES
12477;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21758;FAIRY TALE SEA/ YAKAMOZ
12478;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21759;SHERLOCK HOLMES PURSUES MYSTERIOUS CRIMES
12479;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21760;MISS SUPERHERO
12480;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21761;THE QURAN IS A WORD WITH A MEANING
12481;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21762;THE CHILD IN SEARCH OF HIS CREATOR
12482;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21763;CEVSEN AND TESBIHAT UNDER THE WORD
12483;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21764;FORTY SIGNS OF RAIN
12484;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21765;MY COUNTRY TURKISH DICTIONARY
12485;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21766;SPELLING GUIDE ULKM
12486;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21767;A VIRGIN IN THE CHINESE PALACE
12487;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21768;SELECTIONS FROM RUMI
12488;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21769;CRIME AND PUNISHMENT / TUNA
12489;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21770;SEPTEMBER / TUNA
12490;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21771;KATREI MOURNING
12491;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21772;AFACAN 5'S HAVE A GREAT TIME
12492;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21773;ODYSSEY
12493;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21774;TERRORIST STATE
12494;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21775;I SAW GOD IN YOU
12495;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21776;UGLY PORTRAITS
12496;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21777;ARMENIAN TERRORISM
12497;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21778;THE BOOK IS THE TEM. OF THE TURKISH-ISLAMIC IDEAL. PROBLEM.
12498;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21779;HZ. AISE / SPRING
12499;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21780;EASY, SHORT, ENJOYABLE PHILOSOPHY
12500;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21781;ONLY YOU UNDERSTAND THE BOOK
12501;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21782;BOOK POCKET BOOKS / WHY
12502;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21783;THE BOOK IS A HADITH EVERY DAY WITH MY FAMILY
12503;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21784;HOW THEY WERE KILLED
12504;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21785;KELOĞLAN TALES / CHILDREN'S PLANET
12505;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21786;THE OTTOMAN SEAL IN ARCHITECTURE MIMAR SINAN
12506;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21787;INTELLIGENCE OF LOVE
12507;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21788;TEACHING ENGLISH
12508;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21789;NOTES TO THE DAY
12509;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21790;ATATÜRK AND ENLIGHTENMENT
12510;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21791;DARK SPHERE
12511;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21792;ROMANITAS
12512;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21793;LEON 3-PIECE PLAYSET
12513;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21794;THE KING'S RANSOM
12514;Miscellaneous;162510246;Miscellaneous;24-611125697;Miscellaneous;77-16251024;Miscellaneous;157-61562429;KARO;21797;BORDER (30X60)
12515;Miscellaneous;162510246;Miscellaneous;24-611125697;Miscellaneous;77-16251024;Miscellaneous;157-61562429;KARO;21798;BORDER (30X60) COLORED
12516;Miscellaneous;162510246;Miscellaneous;24-611125697;Miscellaneous;77-16251024;Miscellaneous;157-61562429;KARO;21799;COST (PLUS)
12517;Cosmetics;141829166;Oral Care Products;22-23702943;Toothbrushes-Floss;65-512123;Brushes;133-100752323;ORAL B;21801;OB. D.FIR. ADVANTAGE 3D 1+1 MEDIUM 40*72*
12518;Cosmetics;141829166;Oral Care Products;22-23702943;Toothbrushes-Floss;65-512123;Brushes;133-100752323;ORAL B;21802;OB. D.FIR. KIDS SOFT 3-5 *96*
12519;Cosmetics;141829166;Facial Care;22-9911243166;Shaving Products;72-2412211;Disposable Knives;152-6023234;GILLETTE;21803;GILLETTE SENSOR EXCEL 5-SEAT BIC *20*
12520;Cosmetics;141829166;Facial Care;22-9911243166;Shaving Products;72-2412211;Shaving Machines;152-971013129;GILLETTE;21804;GILLETTE M3 POWER 1 UP MACHINE
12521;Cosmetics;141829166;Facial Care;22-9911243166;Shaving Products;72-2412211;Razor Blades;152-971012960;GILLETTE;21805;GILLETTE M3 POWER 2-BLADE
12522;Cosmetics;141829166;Oral Care Products;22-23702943;Toothbrushes-Floss;65-512123;Brushes;133-100752323;ORAL B;21806;ORAL B D.FIR.123 40 MEDIUM
12523;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21807;TOY BOX 21 PRC MAT. STREET LOVE.
12524;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21808;BABY WITH TOY WINGS
12525;Cosmetics;141829166;Hair Care;22-1012338166;Hair Stylers;69-22221299;Jelly;101-93312490;TAFT;21810;TAFT MEGA JELLY POWER MAR.300 ML
12526;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Baking Dish & Trays;73-1002723166;PASA BAHCE;21812;P.BA.59003 PYREX 2 LT POT
12527;Breakfast Products;14110271;Breakfast Cereal;20-602356117;Breakfast Cereal-Muesli;57-1411027;Form;80-100756190;NESTLE;21813;NESTLE. NESFIT 250 GR *16*
12528;Cosmetics;141829166;Perfume-Deodorant;22-922375100;Perfume;68-201217;Perfumes;145-927511231;ADIDAS;21814;PRF. ADIDAS MEN 100 ML TEAM FORCE
12529;Cosmetics;141829166;Personal Care;19-602910129;Skin Care;22-3121524;Cleansing Gel-Cream-Peeling;33-97436193;NEUTROGENA;21819;NG. VC 2 IN 1 MASK AND CLEANSING GEL
12530;Cosmetics;141829166;Personal Care;19-602910129;Skin Care;22-3121524;Cleansing Gel-Cream-Peeling;33-97436193;NEUTROGENA;21820;NT VIOLET CLEAR GRAPEF. DAILY PEELING GEL
12531;Cosmetics;141829166;Personal Care;19-602910129;Skin Care;22-3121524;Face Cleansing;33-99972924;NEUTROGENA;21821;NEUTROGENA SKIN DETOX 400 ML
12532;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21822;SOUPS WITH MASTER OKTAY / SPECIAL EDITION
12533;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21823;I WILL NEVER LET YOU GO
12534;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21824;BOOK FAIRY TALE LAND/YAKAMOZ HARDCOVER
12535;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21825;THE MOST BEAUTIFUL ANDERSEN TALES
12536;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21826;THE MOST BEAUTIFUL AESOP'S FABLES
12537;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21827;LOVE WITHOUT BORDERS
12538;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21828;LOVE CAMELIAS
12539;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21829;DIARY OF A COLD GIRL-2
12540;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21830;FOR YOUNG PEOPLE, STRESS AND THE PRESSURE OF LIFE. COPING
12541;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21831;A PERFECT DAY TO KILL
12542;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21832;THESE HEARTS ONCE BEAT TOGETHER
12543;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21833;THANK YOU -2
12544;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21834;SHERLOCK HOLMES-THE GOAL OF HIDDEN TRUTHS
12545;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21835;HOLY QURAN WORD MEANING RAHLE
12546;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21836;MEDICINAL PLANTS ARE HAST. ACCORDING TO BIT. TREATMENT.
12547;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21837;PROVERBS AND IDIOMS
12548;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21838;FAIRY TALES FROM THE MOST BEAUTIFUL MOTHER TO CHILDREN
12549;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21839;ASKİ GÜLŞEN
12550;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21840;BOOK PARGALI IBRAHIM/POCKET
12551;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21841;THUS SAID ZOROASTER / PANAMA
12552;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21842;SHERLOCK HOLMES ON THE TRAIL
12553;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21843;MIDDLE ATLAS
12554;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21844;THE FIRST DAY OF THE GLITTER-BUTTERFLY MEADOW
12555;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;21845;INVENTORS AND INVENTIONS THAT SHAPED HISTORY
12556;Home;627999999;Electric-Electronic;17-24312460;Electricity;35-615614;Bulb;62-239231112;FUJIKA;21846;FUJIKA 19 W TAS. BULB FLAT*30*
12557;Home;627999999;Electric-Electronic;17-24312460;Electricity;35-615614;Bulb;62-239231112;FUJIKA;21847;FUJIKA T5 BAGEL REPLACEMENT BULB
12558;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21851;KITCHEN SET WITH STOVE
12559;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21852;TOY MILLIONAIRE GROUP GAME
12560;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21853;TOY 200 PIECE PUZZLE BY KIM ANDERSON
12561;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21854;TOY 200 PIECE PUZZLE LIFESTIN ITALY
12562;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21855;TOY 1000 PRC. PUZZLE POMEGRANATE PORCELAIN
12563;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;KOMILI;21856;COM. PAM FALL. SAB.5*75 LAV. LILAC *24*
12564;Cosmetics;141829166;Shower-Bath;22-6511210154;Liquid-Gel Soaps;66-22122712;Liquid;43-1011172929;KOMILI;21857;KOMILI LIQUID SOAP 400 ML ALMOND MILK
12565;Food;8125199;Biscuits-Snacks;18-42910160;Nuts;41-14252528;Other Nuts;84-657511299;NEFISO;21859;YUMMY. HAZELNUT KERNELS 250 GR PAK*20*
12566;Food;8125199;Biscuits-Snacks;18-42910160;Nuts;41-14252528;Mixed Nuts;84-6010116675;NEFISO;21860;YUMMY. WATERMELON PULL. ECO 300 GR *20*
12567;Cleaning;246161229;House Cleaning Supplies;15-241177024;Cleaning Cloths & Sets;87-246221;Mop;191-9210123101;FLORA;21862;F 048 FLORA MICRO FIBER MOP
12568;Cleaning;246161229;House Cleaning Supplies;15-241177024;Cleaning Cloths & Sets;87-246221;Set;43-101979724;FLORA;21864;FLORA DOUBLE BUCKET CLEANING SET*12*
12569;Cleaning;246161229;Household Items;15-2411716670;Plastic Household Items;86-6279920;Plastic;73-92239760;FLORA;21865;F 162 FLORA HARD FLOOR BRUSH WITHOUT HANDLE
12570;Food;8125199;Soup-Bouillon;18-3890754;Soups;42-318212;Instant Soup;86-56759023;KNORR;21868;KNORR LOCAL OGMAC COR. *48*
12571;Cosmetics;141829166;Oral Care Products;22-23702943;Toothbrushes-Floss;65-512123;Brushes;133-100752323;SIGNAL;21869;SIGNAL D.FIR. SENS. ULTRA REACH*12*
12572;Cosmetics;141829166;Oral Care Products;22-23702943;Toothbrushes-Floss;65-512123;Brushes;133-100752323;SIGNAL;21870;SIGNAL D.FIR. SENS. EXP.*12*
12573;Food;8125199;Pastry-Sweets;18-1122731112;Cake Ingredients;47-2011616;Pudding;101-92652770;CARTE D OR;21872;CARTE DOR PUD. BITTER CIK.116 GR.*12*
12574;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21873;ALGIDA FRUTT.65 G PINEAPPLE*30*
12575;Cosmetics;141829166;Shower-Bath;22-6511210154;Shampoos;66-2211620;Shampoos without Cream;139-6010116661;CLEAR;21874;CLEAR 500 ML MEN COOL SPORT*16*
12576;Cosmetics;141829166;Perfume-Deodorant;22-922375100;Deodorants;68-56185;Deo;143-65909024;REXONA;21875;REXONA MN ROLL-ON IN. BLACK WHITE 50 ML
12577;Food;8125199;Ready Meal-Canned-Sauce;18-56234329;Ketchup-Mayonnaise;44-146243;Ketchups;90-60972331;CALVE;21876;CALVE REGULAR KETCHUP 400 GR *20*
12578;Detergent;5624621;Laundry Washing;14-38236123;Powder Detergents;30-24182999;Normal;48-27752331;RINSO;21877;RHINSOMATIC 5 KG FLOWER GARDEN *1*
12579;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21879;ALGIDA KIDS MP
12580;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21880;ALGIDA CARTE D OR PINTS PISTACHIO
12581;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21881;ALGIDA MAG. MINI MP CLASSIC PRM
12582;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21882;ALGIDA MAX DRAGO 55 ML HAR. LIM.-CIL.*30*
12583;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21883;ALGIDA C.DOR MINI 450 ML K.WAFF. DANCE*6*
12584;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21884;PERCEPTION C.DOR 1 LT. FLOOD. GET. CARNIVAL33%
12585;Cosmetics;141829166;Perfume-Deodorant;22-922375100;Deodorants;68-56185;Deo;143-65909024;REXONA;21885;REXONA MEN INV. BLACK WHI. DEO SP 150 ML
12586;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21886;ALGIDA MAGNUM KISSES TRAMISU 100 ML
12587;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21887;ALGIDA MAX EXT. ORM. FRUITY 75 ML
12588;Cleaning;246161229;Household Cleaners;15-2411716697;Kitchen & Bathroom Cleaner;32-1625247;Gel;43-93313124;CIF;21888;CIF GEL 750 ML WHOLE FACE. SUMMER SPACIOUS.*16*
12589;Detergent;5624621;Laundry Washing;14-38236123;Fabric Softeners;30-312825;Concentrate;45-60272397;YUMOS;21889;YUMOS 1440 ML EXT. WHITE ROSE*9*
12590;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;ALGIDA;21890;ALGIDA CINNAMON TARCIN 100 ML
12591;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21892;TICON A4 NOTEBOOK CASE TRANSPARENT 25 PCS
12592;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21893;TICON 120YP CHECKERED
12593;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21894;TICON SLIM VERSATILE 0.7 ORANGE
12594;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21896;TICON FINEWRITER PEN 0.4
12595;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21897;T614 MEMORY BOOK
12596;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21898;TICON SHARPENERS TK2019
12597;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21899;TICON 60 HP STRIPED A5 PP NOTEBOOK
12598;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21900;TICON 72 HP CHECKERED PP NOTEBOOK WITH A4 SPIRAL
12599;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;21901;TICON UTILITY KNIFE
12600;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21911;BOXED DOCTOR SET
12601;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;21912;VARDEM DESIGN WORKSHOP
12602;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;GOLF;21913;GOLF CUP COCOA VANILLA 100 ML *24*
12603;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Ice Creams;84-518175;Covered;183-60922931;GOLF;21914;GOLF LUNGO 120 ML VANILLA.*24*
